Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyHours,MonthlyWorkingHours,Salary_per_hour
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,3,Yes,14,3,4,2,17,3,3,8,7,6,7,10,220,29.022727272727273
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,1,No,22,4,2,2,21,3,3,21,16,5,10,8,176,113.48295454545455
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,8,Yes,12,3,3,0,19,1,3,1,0,0,0,10,220,31.186363636363637
26,Yes,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,8,No,18,3,4,0,7,6,3,2,2,2,2,8,176,28.232954545454547
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,1,No,15,3,4,1,33,3,3,32,14,6,9,8,176,112.75568181818181
44,No,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,3,Yes,18,3,3,1,23,2,3,12,11,11,11,10,220,60.54545454545455
50,No,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,0,No,12,3,1,1,19,3,3,18,7,0,13,8,176,36.0625
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,1,No,16,3,3,0,18,1,3,17,13,15,14,8,176,15.585227272727273
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,1,Yes,13,3,3,0,21,2,3,21,6,2,8,10,220,49.45454545454545
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,0,No,19,3,4,0,3,2,2,2,2,2,2,8,176,13.306818181818182
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,3,No,13,3,2,1,26,4,4,9,3,1,1,8,176,100.2840909090909
32,No,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,9,No,12,3,2,0,10,2,3,8,7,7,7,8,176,22.869318181818183
34,No,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,0,No,11,3,4,1,16,2,2,15,1,0,9,8,176,55.25568181818182
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,3,Yes,14,3,3,1,14,1,1,6,4,0,4,10,220,54.10909090909091
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,1,No,16,3,1,0,6,3,3,6,3,0,4,8,176,12.369318181818182
53,No,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,2,No,12,3,1,1,30,2,3,15,7,6,12,8,176,42.75568181818182
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,7,No,14,3,2,1,9,3,2,1,0,0,0,8,176,27.46590909090909
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,6,Yes,14,3,2,1,6,2,3,3,2,1,2,10,220,9.281818181818181
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,1,Yes,19,3,4,1,1,2,3,1,1,0,0,10,220,10.090909090909092
28,No,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1,No,22,4,2,0,1,5,3,1,0,0,0,8,176,5.9772727272727275
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,3,No,16,3,1,1,8,2,3,2,2,2,2,8,176,16.02840909090909
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,2,Yes,11,3,4,1,29,2,2,8,1,7,7,10,220,87.44090909090909
37,No,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,3,No,15,3,1,0,8,3,2,4,3,0,1,8,176,23.335227272727273
40,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,1,No,14,3,2,1,8,3,2,7,7,7,5,8,176,47.70454545454545
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,1,No,13,3,3,2,5,5,3,5,3,1,3,8,176,11.403409090909092
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,9,No,17,3,4,2,23,0,3,2,2,2,2,8,176,111.51704545454545
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,6,No,11,3,2,1,13,4,3,9,4,7,0,8,176,60.71590909090909
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2,No,19,3,2,1,18,4,3,5,4,0,3,8,176,16.71590909090909
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,0,No,11,3,2,0,15,2,2,14,8,7,8,8,176,50.32954545454545
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,7,No,15,3,2,0,31,3,4,9,7,6,2,8,176,95.20454545454545
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,5,No,13,3,3,1,18,5,3,1,0,0,0,8,176,61.35227272727273
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,1,Yes,14,3,2,0,2,3,3,2,2,0,2,10,220,10.559090909090909
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1,No,13,3,1,0,1,6,2,1,0,1,0,8,176,8.045454545454545
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,8,Yes,23,4,1,3,19,2,3,16,13,1,7,10,220,20.977272727272727
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,9,Yes,12,3,3,3,18,2,4,10,0,2,7,10,220,11.186363636363636
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,1,No,12,3,1,0,10,2,2,10,7,1,9,8,176,49.55681818181818
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,1,No,16,3,1,2,6,2,3,5,3,1,3,8,176,22.47159090909091
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,0,No,15,3,3,1,7,1,2,6,2,0,2,8,176,56.57386363636363
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,1,No,13,3,3,0,10,3,3,10,6,0,8,8,176,19.181818181818183
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,0,No,18,3,1,1,20,4,2,19,9,1,9,8,176,50.13068181818182
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,4,No,20,4,4,1,14,6,3,11,10,11,1,8,176,58.64772727272727
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,1,No,19,3,4,3,3,4,3,3,2,1,2,8,176,26.255681818181817
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,3,No,18,3,2,1,23,4,3,3,2,1,2,8,176,62.36363636363637
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3,No,13,3,4,0,10,4,4,8,7,1,7,8,176,20.795454545454547
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,9,No,14,3,4,1,24,1,3,20,6,3,6,8,176,59.55681818181818
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,4,No,15,3,3,1,9,2,3,3,2,1,2,8,176,40.44886363636363
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,0,Yes,22,4,1,0,9,2,3,8,7,4,7,10,220,43.554545454545455
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,1,No,22,4,2,0,14,4,3,13,7,3,8,8,176,25.613636363636363
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,1,No,16,3,4,1,4,5,2,4,2,2,2,8,176,12.539772727272727
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,0,No,17,3,3,0,7,1,2,6,2,0,4,8,176,44.06818181818182
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,2,Yes,14,3,3,3,8,5,3,1,0,0,0,10,220,30.427272727272726
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,1,Yes,15,3,2,1,7,3,4,7,7,5,6,10,220,16.777272727272727
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,1,No,20,4,3,1,1,0,2,1,1,0,0,8,176,13.505681818181818
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,4,Yes,20,4,2,0,5,0,3,2,2,2,2,10,220,10.513636363636364
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,0,No,17,3,4,1,23,3,3,22,6,13,7,8,176,100.36931818181819
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,1,No,15,3,1,2,1,2,3,1,0,0,0,8,176,14.75
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,3,Yes,14,3,4,0,5,4,3,0,0,0,0,10,220,21.490909090909092
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,0,No,17,3,3,1,4,3,3,3,2,0,2,8,176,24.443181818181817
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,3,No,17,3,4,3,6,2,3,0,0,0,0,8,176,16.926136363636363
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,2,No,22,4,3,0,27,3,2,5,4,2,1,8,176,95.9375
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,1,No,13,3,4,1,15,2,3,15,10,4,12,8,176,31.77840909090909
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,7,No,19,3,4,0,18,4,3,8,6,4,0,8,176,59.34659090909091
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,0,Yes,14,3,2,2,9,2,3,8,7,2,7,10,220,39.72727272727273
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,4,No,22,4,1,1,11,1,3,7,5,1,7,8,176,14.284090909090908
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,0,No,17,3,2,3,10,3,2,9,7,1,7,8,176,43.49431818181818
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,3,No,12,3,4,1,23,3,3,12,9,4,9,8,176,99.23295454545455
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7,No,16,3,3,0,10,2,3,1,0,0,0,8,176,41.76704545454545
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,8,No,11,3,3,1,18,1,3,8,7,0,1,8,176,61.47727272727273
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,7,No,11,3,4,3,21,4,3,18,7,11,5,8,176,69.14204545454545
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,1,No,14,3,1,0,21,2,4,20,7,4,9,8,176,111.51136363636364
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,1,Yes,11,3,3,0,2,6,4,2,2,2,2,10,220,9.409090909090908
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,9,No,15,3,3,0,9,2,2,5,4,0,3,8,176,38.53409090909091
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,2,No,20,4,1,0,18,0,3,11,9,0,9,8,176,44.19886363636363
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,0,No,12,3,1,1,3,4,3,2,2,2,2,8,176,15.857954545454545
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,0,No,17,3,1,0,6,2,1,5,3,0,4,8,176,18.1875
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,1,No,11,3,4,1,5,3,3,5,2,0,2,8,176,28.227272727272727
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,6,No,17,3,2,1,22,3,3,9,8,2,3,8,176,74.54545454545455
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,2,No,11,3,4,0,5,3,2,3,2,0,2,8,176,22.914772727272727
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,0,No,14,3,4,2,8,2,2,7,5,1,1,8,176,18.698863636363637
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4,No,19,3,1,0,16,3,3,1,0,0,0,8,176,24.272727272727273
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,1,Yes,15,3,3,1,10,2,2,10,7,1,2,10,220,22.98181818181818
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,1,No,13,3,4,1,7,2,4,7,6,5,0,8,176,16.15909090909091
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,1,Yes,14,3,4,1,3,2,3,3,1,0,2,10,220,12.286363636363637
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1,No,12,3,4,0,0,0,3,0,0,0,0,8,176,10.818181818181818
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,0,Yes,17,3,1,0,6,3,3,5,2,0,3,10,220,37.38181818181818
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,3,Yes,11,3,1,1,6,4,3,1,0,0,0,10,220,21.663636363636364
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,1,No,12,3,3,1,2,5,2,2,2,2,2,8,176,14.829545454545455
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,7,No,13,3,3,2,9,2,3,6,2,1,3,8,176,32.5625
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,1,No,13,3,3,1,4,0,3,4,2,2,2,8,176,14.426136363636363
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,1,No,20,4,1,0,6,3,2,6,5,1,3,8,176,32.46590909090909
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,1,No,17,3,2,0,6,2,1,5,4,1,4,8,176,24.5625
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,1,No,13,3,1,1,11,3,1,11,8,3,10,8,176,41.68181818181818
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,9,No,17,3,3,0,20,3,2,18,7,2,13,8,176,76.69886363636364
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,0,Yes,12,3,2,0,22,2,2,21,9,13,14,10,220,62.53636363636364
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,7,No,13,3,4,0,9,3,4,6,4,1,5,8,176,29.289772727272727
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,6,No,12,3,2,1,10,2,3,8,0,1,7,8,176,12.829545454545455
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,8,No,22,4,4,0,6,2,3,4,3,1,2,8,176,20.4375
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,1,Yes,11,3,4,0,1,4,2,1,1,0,0,10,220,11.431818181818182
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,1,No,22,4,2,1,8,2,3,8,7,0,7,8,176,25.113636363636363
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,1,No,18,3,1,1,10,3,3,10,3,1,4,8,176,37.375
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,3,Yes,13,3,4,1,16,3,1,1,1,0,0,10,220,20.1
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,2,No,18,3,2,1,15,2,4,7,7,6,4,8,176,58.375
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,0,No,20,4,3,0,14,3,3,13,9,4,9,8,176,30.357954545454547
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,1,No,13,3,2,1,2,2,4,2,2,2,2,8,176,13.5
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,8,No,13,3,2,0,7,2,2,4,3,1,3,8,176,30.375
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,1,No,12,3,3,3,1,3,3,1,0,0,0,8,176,16.0625
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,4,No,13,3,4,1,28,2,3,5,2,4,2,8,176,113.3125
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,1,No,13,3,1,1,10,5,3,10,8,0,8,8,176,17.789772727272727
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,1,No,25,4,3,0,1,4,3,1,1,0,0,8,176,14.5
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4,Yes,19,3,3,1,7,2,2,3,2,0,2,10,220,20.35
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,1,No,13,3,2,1,14,2,2,14,8,3,11,8,176,36.78409090909091
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,1,No,12,3,1,0,2,2,2,2,2,1,2,8,176,17.232954545454547
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,1,Yes,11,3,3,0,6,4,3,6,4,0,2,10,220,13.345454545454546
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,3,No,18,3,2,1,26,6,3,7,7,4,7,8,176,105.7159090909091
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,0,Yes,18,3,1,1,6,2,2,5,4,1,3,10,220,9.854545454545455
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,0,Yes,11,3,2,1,1,5,3,0,0,0,0,10,220,12.968181818181819
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,8,No,23,4,1,0,28,2,3,26,15,15,9,8,176,96.86363636363636
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2,No,13,3,4,0,6,3,3,0,0,0,0,8,176,13.011363636363637
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,1,No,13,3,4,1,5,2,3,5,4,1,4,8,176,20.454545454545453
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,6,No,17,3,1,1,5,2,1,1,0,0,0,8,176,11.971590909090908
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,8,No,19,3,3,3,8,3,3,4,3,0,3,8,176,23.380681818181817
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,5,No,12,3,4,3,5,2,3,0,0,0,0,8,176,24.585227272727273
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,2,No,22,4,3,1,32,3,3,2,2,2,2,8,176,101.45454545454545
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,1,No,12,3,3,3,6,2,3,6,5,3,3,8,176,18.15909090909091
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,5,No,11,3,1,1,25,2,3,4,2,0,3,8,176,108.41477272727273
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,3,Yes,15,3,4,3,15,2,3,7,7,1,7,10,220,40.75454545454546
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,1,No,13,3,1,1,1,3,1,1,0,0,0,8,176,12.556818181818182
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,1,No,12,3,1,1,10,3,2,10,7,0,1,8,176,25.789772727272727
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,1,No,14,3,3,1,7,4,3,7,7,1,7,8,176,15.573863636363637
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,1,No,13,3,1,3,10,4,2,10,7,8,9,8,176,19.835227272727273
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,1,No,25,4,2,0,20,3,3,20,11,13,17,8,176,25.801136363636363
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,1,No,17,3,4,0,2,2,3,2,1,2,2,8,176,15.215909090909092
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,2,No,11,3,3,1,12,3,2,6,3,1,4,8,176,41.92613636363637
42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,7,No,16,3,1,1,10,3,4,4,3,0,3,8,176,35.63636363636363
60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,0,Yes,18,3,2,1,12,3,3,11,7,1,9,10,220,23.727272727272727
32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,1,No,20,4,3,1,2,2,3,2,2,2,2,8,176,15.585227272727273
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4,Yes,14,3,4,0,10,2,3,8,7,0,7,10,220,22.71818181818182
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,2,Yes,21,4,3,1,17,2,3,7,7,7,7,10,220,46.6
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,0,No,13,3,2,1,15,5,3,14,10,4,10,8,176,15.801136363636363
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,7,No,12,3,2,1,7,2,4,5,1,1,3,8,176,38.93181818181818
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,0,No,14,3,2,0,5,4,3,4,3,1,1,8,176,28.125
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,0,Yes,21,4,1,1,12,2,3,11,9,5,7,10,220,16.26818181818182
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,3,Yes,17,3,3,0,20,6,3,1,0,0,0,10,220,59.95909090909091
35,No,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,4,Yes,11,3,2,1,16,6,2,13,2,4,12,10,220,47.16818181818182
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,1,Yes,14,3,4,2,9,3,2,9,7,6,8,10,220,10.159090909090908
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,7,No,17,3,1,1,33,2,1,5,4,1,4,8,176,59.67045454545455
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,1,No,13,3,4,1,10,5,3,10,5,7,7,8,176,11.426136363636363
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1,Yes,25,4,2,0,1,2,4,1,1,0,0,10,220,8.45
