Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyHours,MonthlyWorkingHours,Salary_per_hour,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition_Probability,Risk_Level
33,1017,25,3,1,55,2,1,2,4,20,4,2,0,5,0,3,2,2,2,2,10,220,10.513636363636364,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,0.9745501393405998,High Risk
42,469,2,2,4,35,3,4,1,0,17,3,4,1,23,3,3,22,6,13,7,8,176,100.3693181818182,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.12614261152775735,Low Risk
28,1009,1,3,1,45,2,1,2,1,15,3,1,2,1,2,3,1,0,0,0,8,176,14.75,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.807604723928926,High Risk
50,959,1,4,4,81,3,2,3,3,14,3,4,0,5,4,3,0,0,0,0,10,220,21.49090909090909,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,0.47207255190204106,Medium Risk
33,970,7,3,4,30,3,2,2,0,17,3,3,1,4,3,3,3,2,0,2,8,176,24.443181818181817,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.16715523735090487,Low Risk
34,697,3,4,3,40,2,1,4,3,17,3,4,3,6,2,3,0,0,0,0,8,176,16.926136363636363,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.018804230802665318,Low Risk
48,1262,1,4,1,35,4,4,4,2,22,4,3,0,27,3,2,5,4,2,1,8,176,95.9375,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.017990597759747005,Low Risk
45,1050,9,4,2,65,2,2,3,1,13,3,4,1,15,2,3,15,10,4,12,8,176,31.77840909090909,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.013777697842328287,Low Risk
52,994,7,4,2,87,3,3,2,7,19,3,4,0,18,4,3,8,6,4,0,8,176,59.34659090909091,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.21415172477852393,Low Risk
38,770,10,4,3,73,2,3,3,0,14,3,2,2,9,2,3,8,7,2,7,10,220,39.72727272727273,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.49236636370416104,Medium Risk
29,1107,28,4,3,93,3,1,4,4,22,4,1,1,11,1,3,7,5,1,7,8,176,14.284090909090908,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.05756140810315725,Low Risk
28,950,3,3,4,93,3,3,2,0,17,3,2,3,10,3,2,9,7,1,7,8,176,43.49431818181818,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.016466739959186752,Low Risk
46,406,3,1,1,52,3,4,3,3,12,3,4,1,23,3,3,12,9,4,9,8,176,99.23295454545456,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.07561392897857236,Low Risk
38,130,2,2,4,32,3,3,2,7,16,3,3,0,10,2,3,1,0,0,0,8,176,41.76704545454545,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.7334182616321205,High Risk
43,1082,27,3,3,83,3,3,1,8,11,3,3,1,18,1,3,8,7,0,1,8,176,61.47727272727273,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.534699534750286,Medium Risk
39,203,2,3,1,84,3,4,4,7,11,3,4,3,21,4,3,18,7,11,5,8,176,69.14204545454545,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.41123267120199086,Medium Risk
40,1308,14,3,3,44,2,5,3,1,14,3,1,0,21,2,4,20,7,4,9,8,176,111.51136363636364,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.05437404695662724,Low Risk
21,984,1,1,4,70,2,1,2,1,11,3,3,0,2,6,4,2,2,2,2,10,220,9.409090909090908,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,0.630138204830252,High Risk
39,439,9,3,3,70,3,2,2,9,15,3,3,0,9,2,2,5,4,0,3,8,176,38.53409090909091,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.6839137889241227,High Risk
36,217,18,4,1,78,3,2,4,2,20,4,1,0,18,0,3,11,9,0,9,8,176,44.19886363636363,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.06135807686363746,Low Risk
31,793,20,3,3,67,4,1,4,0,12,3,1,1,3,4,3,2,2,2,2,8,176,15.857954545454543,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.6347059840183191,High Risk
28,1451,2,1,1,67,2,1,2,0,17,3,1,0,6,2,1,5,3,0,4,8,176,18.1875,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.31734370527121347,Medium Risk
35,1182,11,2,4,54,3,2,4,1,11,3,4,1,5,3,3,5,2,0,2,8,176,28.227272727272727,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.12749318779631358,Low Risk
49,174,8,4,4,56,2,4,2,6,17,3,2,1,22,3,3,9,8,2,3,8,176,74.54545454545455,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,0.4803528745598898,Medium Risk
34,1003,2,2,4,95,3,2,3,2,11,3,4,0,5,3,2,3,2,0,2,8,176,22.914772727272727,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.21291956067457685,Low Risk
29,490,10,3,4,61,3,1,2,0,14,3,4,2,8,2,2,7,5,1,1,8,176,18.69886363636364,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.08235218703564531,Low Risk
42,188,29,3,2,56,1,2,4,4,19,3,1,0,16,3,3,1,0,0,0,8,176,24.272727272727277,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.8879978834830977,High Risk
29,718,8,1,2,79,2,2,4,1,15,3,3,1,10,2,2,10,7,1,2,10,220,22.98181818181818,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0.492872943235552,Medium Risk
38,433,1,3,3,37,4,1,3,1,13,3,4,1,7,2,4,7,6,5,0,8,176,16.15909090909091,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.24840628629946818,Low Risk
28,773,6,3,3,39,2,1,3,1,14,3,4,1,3,2,3,3,1,0,2,10,220,12.286363636363635,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.5402543004894687,Medium Risk
18,247,8,1,3,80,3,1,3,1,12,3,4,0,0,0,3,0,0,0,0,8,176,10.818181818181818,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.5502749366138551,Medium Risk
33,603,9,4,1,77,3,2,1,0,17,3,1,0,6,3,3,5,2,0,3,10,220,37.38181818181818,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.9178555990982303,High Risk
41,167,12,4,2,46,3,1,4,3,11,3,1,1,6,4,3,1,0,0,0,10,220,21.663636363636364,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.8786744615290717,High Risk
31,874,15,3,3,72,3,1,3,1,12,3,3,1,2,5,2,2,2,2,2,8,176,14.829545454545457,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.6234367710748073,High Risk
37,367,25,2,3,52,2,2,4,7,13,3,3,2,9,2,3,6,2,1,3,8,176,32.5625,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.15843146711694486,Low Risk
27,199,6,3,4,55,2,1,3,1,13,3,3,1,4,0,3,4,2,2,2,8,176,14.426136363636363,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.23621326177196258,Low Risk
34,1400,9,1,2,70,3,2,3,1,20,4,1,0,6,3,2,6,5,1,3,8,176,32.46590909090909,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.2632479795670332,Low Risk
35,528,8,4,3,100,3,1,3,1,17,3,2,0,6,2,1,5,4,1,4,8,176,24.5625,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,0.4956994032227776,Medium Risk
29,408,23,1,4,45,2,3,1,1,13,3,1,1,11,3,1,11,8,3,10,8,176,41.68181818181818,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.5781966233850937,Medium Risk
40,593,9,4,2,88,3,3,3,9,17,3,3,0,20,3,2,18,7,2,13,8,176,76.69886363636364,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.05032744950700067,Low Risk
42,481,12,3,3,44,3,4,1,0,12,3,2,0,22,2,2,21,9,13,14,10,220,62.53636363636364,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.9706384874239331,High Risk
42,647,4,4,2,45,3,2,1,7,13,3,4,0,9,3,4,6,4,1,5,8,176,29.289772727272727,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.5827963490466364,Medium Risk
35,982,1,4,4,58,2,1,3,6,12,3,2,1,10,2,3,8,0,1,7,8,176,12.829545454545457,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.32494560556790664,Medium Risk
24,477,24,3,4,49,3,1,2,8,22,4,4,0,6,2,3,4,3,1,2,8,176,20.4375,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.8658243235129839,High Risk
28,1485,12,1,3,79,3,1,4,1,11,3,4,0,1,4,2,1,1,0,0,10,220,11.431818181818182,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.6433571346615906,High Risk
26,1384,3,4,1,82,4,1,4,1,22,4,2,1,8,2,3,8,7,0,7,8,176,25.113636363636363,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.09168388892018416,Low Risk
30,852,10,3,3,72,2,2,3,1,18,3,1,1,10,3,3,10,3,1,4,8,176,37.375,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.2729097143581982,Low Risk
40,902,26,2,3,92,2,2,4,3,13,3,4,1,16,3,1,1,1,0,0,10,220,20.1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.6696247266880553,High Risk
35,819,2,3,3,44,2,3,2,2,18,3,2,1,15,2,4,7,7,6,4,8,176,58.375,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.10527200509361714,Low Risk
34,669,1,3,4,97,2,2,1,0,20,4,3,0,14,3,3,13,9,4,9,8,176,30.357954545454547,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.1112267497846285,Low Risk
35,636,4,4,4,47,2,1,4,1,13,3,2,1,2,2,4,2,2,2,2,8,176,13.5,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0.26786049639166687,Low Risk
43,1372,9,3,1,85,1,2,3,8,13,3,2,0,7,2,2,4,3,1,3,8,176,30.375,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.8778055341554198,High Risk
32,862,2,1,3,76,3,1,1,1,12,3,3,3,1,3,3,1,0,0,0,8,176,16.0625,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.14265692268423036,Low Risk
56,718,4,4,4,92,3,5,1,4,13,3,4,1,28,2,3,5,2,4,2,8,176,113.3125,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.0668231638287687,Low Risk
29,1401,6,1,2,54,3,1,4,1,13,3,1,1,10,5,3,10,8,0,8,8,176,17.789772727272727,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.05673142404225953,Low Risk
19,645,9,2,3,54,3,1,1,1,25,4,3,0,1,4,3,1,1,0,0,8,176,14.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.41180019459971295,Medium Risk
45,1457,7,3,1,83,3,1,3,4,19,3,3,1,7,2,2,3,2,0,2,10,220,20.35,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.3477051236050826,Medium Risk
37,977,1,3,4,56,2,2,4,1,13,3,2,1,14,2,2,14,8,3,11,8,176,36.78409090909091,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.014578107340698533,Low Risk
20,805,3,3,1,87,2,1,3,1,12,3,1,0,2,2,2,2,2,1,2,8,176,17.232954545454547,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.909983616787185,High Risk
44,1097,10,4,3,96,3,1,3,1,11,3,3,0,6,4,3,6,4,0,2,10,220,13.345454545454546,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,0.3691949779585654,Medium Risk
53,1223,7,2,4,50,3,5,3,3,18,3,2,1,26,6,3,7,7,4,7,8,176,105.7159090909091,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.005531419742473741,Low Risk
29,942,15,1,2,69,1,1,4,0,18,3,1,1,6,2,2,5,4,1,3,10,220,9.854545454545455,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.5774690124079946,Medium Risk
22,1256,3,4,3,48,2,1,4,0,11,3,2,1,1,5,3,0,0,0,0,10,220,12.96818181818182,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.5981806132799979,Medium Risk
46,1402,2,3,3,69,3,4,1,8,23,4,1,0,28,2,3,26,15,15,9,8,176,96.86363636363636,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.41455546573532515,Medium Risk
44,111,17,3,4,74,1,1,3,2,13,3,4,0,6,3,3,0,0,0,0,8,176,13.011363636363637,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.13750323076530818,Low Risk
33,147,2,3,2,99,3,1,3,1,13,3,4,1,5,2,3,5,4,1,4,8,176,20.454545454545453,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.3219064478774433,Medium Risk
41,906,5,2,1,95,2,1,1,6,17,3,1,1,5,2,1,1,0,0,0,8,176,11.971590909090908,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.3989819950882545,Medium Risk
30,1329,29,4,3,61,3,2,1,8,19,3,3,3,8,3,3,4,3,0,3,8,176,23.380681818181817,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.36122500404829094,Medium Risk
40,1184,2,4,2,62,3,2,2,5,12,3,4,3,5,2,3,0,0,0,0,8,176,24.585227272727277,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.4543782910056684,Medium Risk
50,1421,2,3,4,30,3,4,1,2,22,4,3,1,32,3,3,2,2,2,2,8,176,101.45454545454544,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.017328088302227197,Low Risk
28,1179,19,4,4,78,2,1,1,1,12,3,3,3,6,2,3,6,5,3,3,8,176,18.15909090909091,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.45989071554651045,Medium Risk
46,1450,15,2,4,52,3,5,2,5,11,3,1,1,25,2,3,4,2,0,3,8,176,108.41477272727272,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.023102611344120526,Low Risk
35,1361,17,4,3,94,3,2,1,3,15,3,4,3,15,2,3,7,7,1,7,10,220,40.75454545454546,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.24983292771435703,Low Risk
24,984,17,2,4,97,3,1,2,1,13,3,1,1,1,3,1,1,0,0,0,8,176,12.556818181818182,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.6493763954020063,High Risk
33,1146,25,3,2,82,3,2,3,1,12,3,1,1,10,3,2,10,7,0,1,8,176,25.789772727272727,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.5672055723747649,Medium Risk
36,917,6,4,3,60,1,1,3,1,14,3,3,1,7,4,3,7,7,1,7,8,176,15.573863636363637,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.12103171854820202,Low Risk
30,853,7,4,3,49,3,2,3,1,13,3,1,3,10,4,2,10,7,8,9,8,176,19.835227272727277,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,0.2902553910635631,Low Risk
44,200,29,4,4,32,3,2,4,1,25,4,2,0,20,3,3,20,11,13,17,8,176,25.801136363636363,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.05565121603941921,Low Risk
20,654,21,3,3,43,4,1,4,1,17,3,4,0,2,2,3,2,1,2,2,8,176,15.215909090909092,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.7295582209202706,High Risk
46,150,2,4,4,60,3,2,4,2,11,3,3,1,12,3,2,6,3,1,4,8,176,41.92613636363637,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,0.042365697013812174,Low Risk
42,179,2,5,4,79,4,2,1,7,16,3,1,1,10,3,4,4,3,0,3,8,176,35.63636363636363,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,0.09656160274755837,Low Risk
60,696,7,4,2,52,4,2,4,0,18,3,2,1,12,3,3,11,7,1,9,10,220,23.727272727272727,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.06321223768685746,Low Risk
32,116,13,3,3,77,2,1,2,1,20,4,3,1,2,2,3,2,2,2,2,8,176,15.585227272727272,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0.611875803321857,High Risk
32,1316,2,2,4,38,3,2,3,4,14,3,4,0,10,2,3,8,7,0,7,10,220,22.71818181818182,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0.34053589206853235,Medium Risk
36,363,1,3,3,77,1,3,1,2,21,4,3,1,17,2,3,7,7,7,7,10,220,46.6,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.6477830811539186,High Risk
33,117,9,3,1,60,3,1,4,0,13,3,2,1,15,5,3,14,10,4,10,8,176,15.801136363636363,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.04369728076096887,Low Risk
40,107,10,3,2,84,2,2,2,7,12,3,2,1,7,2,4,5,1,1,3,8,176,38.93181818181818,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.7232425603721708,High Risk
25,1356,10,4,3,57,3,2,4,0,14,3,2,0,5,4,3,4,3,1,1,8,176,28.125,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.28097724019074655,Low Risk
30,1465,1,3,4,63,3,1,2,0,21,4,1,1,12,2,3,11,9,5,7,10,220,16.26818181818182,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.16193178433178218,Low Risk
42,458,26,5,1,60,3,3,1,3,17,3,3,0,20,6,3,1,0,0,0,10,220,59.95909090909091,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.34614178895940106,Medium Risk
35,1212,8,2,3,78,2,3,4,4,11,3,2,1,16,6,2,13,2,4,12,10,220,47.16818181818182,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.23248869777595726,Low Risk
27,1103,14,3,1,42,3,1,1,1,14,3,4,2,9,3,2,9,7,6,8,10,220,10.159090909090908,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.6284805770112669,High Risk
54,966,1,4,4,53,3,3,3,7,17,3,1,1,33,2,1,5,4,1,4,8,176,59.67045454545455,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.02644987187206387,Low Risk
44,1117,2,1,1,72,4,1,4,1,13,3,4,1,10,5,3,10,5,7,7,8,176,11.426136363636363,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.01851824412541108,Low Risk
19,504,10,3,1,96,2,1,2,1,25,4,2,0,1,2,4,1,1,0,0,10,220,8.45,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0.7396560110295454,High Risk
29,1010,1,3,1,97,3,1,4,1,15,3,1,3,3,5,3,3,2,1,2,8,176,21.363636363636363,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.03790717665728641,Low Risk
54,685,3,3,4,85,3,4,4,3,14,3,1,0,36,2,3,10,9,0,9,8,176,101.01704545454544,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.0005088155612167131,Low Risk
31,1332,11,2,3,80,3,2,1,1,12,3,4,0,6,2,2,6,5,0,1,10,220,31.05909090909091,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.5118395281382714,Medium Risk
31,1062,24,3,3,96,2,2,1,1,19,3,2,0,10,2,3,10,9,1,8,8,176,38.70454545454545,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1386276012378121,Low Risk
59,326,3,3,3,48,2,2,4,5,17,3,4,0,13,2,3,6,1,0,5,8,176,29.380681818181817,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.10684033053457752,Low Risk
43,920,3,3,3,96,1,5,4,3,14,3,2,1,25,2,3,8,7,0,7,8,176,112.1590909090909,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0.007312834214502915,Low Risk
49,1098,4,2,1,85,2,5,3,2,13,3,3,1,23,2,4,1,0,0,0,8,176,106.3125,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.11350178404687807,Low Risk
36,469,3,3,3,46,3,1,2,1,12,3,3,0,12,2,2,11,10,0,7,8,176,20.977272727272727,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,0.17705553847773106,Low Risk
48,969,2,2,4,76,4,1,2,5,11,3,3,0,7,4,2,1,0,0,0,8,176,14.539772727272728,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,0.5421108773182425,Medium Risk
27,1167,4,2,1,76,3,1,3,1,11,3,2,3,5,2,3,5,3,0,3,8,176,14.301136363636363,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.08040489026148355,Low Risk
29,1329,7,3,3,82,3,2,4,1,11,3,2,2,6,2,3,6,0,1,0,10,220,30.104545454545452,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.22880218249949347,Low Risk
48,715,1,3,4,76,2,5,4,6,12,3,3,0,25,3,4,1,0,0,0,8,176,103.7784090909091,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.020742886790267586,Low Risk
29,694,1,3,4,87,2,4,4,3,14,3,2,2,9,2,2,7,7,1,7,8,176,91.61363636363636,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.007373448733366673,Low Risk
34,1320,20,3,3,89,4,1,3,0,17,3,4,0,2,5,2,1,0,0,0,8,176,14.6875,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.08613845224486323,Low Risk
44,1099,5,3,2,88,3,5,2,7,11,3,3,1,26,5,3,22,9,3,10,8,176,103.48295454545456,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.15949610844598394,Low Risk
33,536,10,5,4,82,4,3,3,0,14,3,4,2,10,3,3,9,8,0,8,10,220,38.09090909090909,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.10845178460401544,Low Risk
19,265,25,3,2,57,4,1,4,1,12,3,4,0,1,2,3,1,0,0,1,10,220,13.60909090909091,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0.7812230957959898,High Risk
23,373,1,2,4,47,3,1,3,1,22,4,4,1,1,2,3,1,0,0,1,8,176,6.948863636363637,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.08516209622710541,Low Risk
25,599,24,1,3,73,1,1,4,1,14,3,4,0,1,4,3,1,0,1,0,10,220,5.081818181818182,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,0.9880710792093974,High Risk
26,583,4,2,3,53,3,1,4,1,20,4,2,0,8,2,2,8,5,2,2,10,220,13.068181818181818,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,0.6385827180744895,High Risk
45,1449,2,3,1,94,1,5,2,2,16,3,1,0,26,2,3,24,10,1,11,10,220,85.56363636363636,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.647839919022792,High Risk
55,177,8,1,4,37,2,4,2,1,15,3,4,1,34,3,3,33,9,15,0,10,220,61.71363636363636,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.3325048261437377,Medium Risk
21,251,10,2,1,45,2,1,3,1,20,4,3,0,2,2,1,2,2,2,2,8,176,14.914772727272728,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.9632856254280904,High Risk
46,168,4,2,4,33,2,5,2,2,14,3,3,1,26,2,3,11,4,0,8,8,176,106.7556818181818,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.05402021114292786,Low Risk
34,131,2,3,3,86,3,2,1,0,12,3,4,0,4,3,3,3,2,0,2,10,220,20.62727272727273,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.8022700246893424,High Risk
51,237,9,3,4,83,3,5,2,4,24,4,1,1,31,5,2,29,10,11,10,10,220,90.21363636363635,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,0.6568704053564963,High Risk
59,1429,18,4,4,67,3,3,4,6,12,3,4,0,25,6,2,9,7,5,4,8,176,59.72727272727273,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.04802000680135214,Low Risk
